"","ensembl","Tissue.x","nCPMs","Tissue.y","nCPMs_4","nCPM_ratio","hgnc_symbol","seqnames","gene_type"
"25","ENSG00000162873","Female_Heart",1.20379296,"Female_Placenta",0.01926811,62.4759231704614,"KLHDC8A","chr1","protein_coding"
"26","ENSG00000143494","Female_Heart",18.759936,"Female_Placenta",2.017927,9.29663758897126,"VASH2","chr1","protein_coding"
"27","ENSG00000162814","Female_Heart",1.5318454,"Female_Placenta",0.4342061,3.52792233918409,"SPATA17","chr1","protein_coding"
"28","ENSG00000205795","Female_Heart",1.93221086,"Female_Placenta",0.06479337,29.8211199695277,"CYS1","chr2","protein_coding"
"29","ENSG00000143867","Female_Heart",16.966391,"Female_Placenta",3.506002,4.83924167755751,"OSR1","chr2","protein_coding"
"30","ENSG00000138080","Female_Heart",103.10754,"Female_Placenta",21.87612,4.71324622465044,"EMILIN1","chr2","protein_coding"
"31","ENSG00000152147","Female_Heart",35.98789,"Female_Placenta",3.774988,9.53324619839851,"GEMIN6","chr2","protein_coding"
"32","ENSG00000163001","Female_Heart",42.89616,"Female_Placenta",7.41655,5.78384289191066,"CFAP36","chr2","protein_coding"
"33","ENSG00000124370","Female_Heart",34.341546,"Female_Placenta",9.384175,3.65951679289868,"MCEE","chr2","protein_coding"
"34","ENSG00000152284","Female_Heart",23.799709,"Female_Placenta",2.421865,9.82701719542584,"TCF7L1","chr2","protein_coding"
"35","ENSG00000198885","Female_Heart",3.809949,"Female_Placenta",1.099218,3.46605404933325,"ITPRIPL1","chr2","protein_coding"
"36","ENSG00000121152","Female_Heart",12.598574,"Female_Placenta",3.822218,3.29614218759893,"NCAPH","chr2","protein_coding"
"37","ENSG00000144057","Female_Heart",15.705716,"Female_Placenta",2.367562,6.63370843086686,"ST6GAL2","chr2","protein_coding"
"38","ENSG00000144061","Female_Heart",21.31997,"Female_Placenta",2.776764,7.67799135972665,"NPHP1","chr2","protein_coding"
"39","ENSG00000125611","Female_Heart",14.314888,"Female_Placenta",4.225198,3.38798039760504,"CHCHD5","chr2","protein_coding"
"40","ENSG00000150551","Female_Heart",2.38123578,"Female_Placenta",0.02751953,86.5289407195544,"LYPD1","chr2","protein_coding"
"41","ENSG00000144229","Female_Heart",2.6728205,"Female_Placenta",0.5557714,4.8092084263422,"THSD7B","chr2","protein_coding"
"42","ENSG00000144278","Female_Heart",1.7752615,"Female_Placenta",0.1440347,12.3252348218867,"GALNT13","chr2","protein_coding"
"43","ENSG00000162989","Female_Heart",3.71474142,"Female_Placenta",0.01638898,226.66092825789,"KCNJ3","chr2","protein_coding"
"44","ENSG00000136542","Female_Heart",13.540238,"Female_Placenta",0.240519,56.2959184097722,"GALNT5","chr2","protein_coding"
"45","ENSG00000178662","Female_Heart",33.08464,"Female_Placenta",2.172662,15.2276976354352,"CSRNP3","chr2","protein_coding"
"46","ENSG00000172878","Female_Heart",12.8015,"Female_Placenta",4.003503,3.19757472393551,"METAP1D","chr2","protein_coding"
"47","ENSG00000128655","Female_Heart",1.60632881,"Female_Placenta",0.04686638,34.274650826456,"PDE11A","chr2","protein_coding"
"48","ENSG00000144331","Female_Heart",6.5288075,"Female_Placenta",0.9760839,6.68877695862005,"ZNF385B","chr2","protein_coding"
"49","ENSG00000115252","Female_Heart",17.640517,"Female_Placenta",1.344515,13.1203571548105,"PDE1A","chr2","protein_coding"
"50","ENSG00000078018","Female_Heart",16.323577,"Female_Placenta",2.958179,5.5181167197793,"MAP2","chr2","protein_coding"
"51","ENSG00000066248","Female_Heart",1.46184633,"Female_Placenta",0.04031133,36.2639071943297,"NGEF","chr2","protein_coding"
"52","ENSG00000151789","Female_Heart",22.533877,"Female_Placenta",0.297155,75.8320640743047,"ZNF385D","chr3","protein_coding"
"53","ENSG00000163808","Female_Heart",10.271715,"Female_Placenta",3.377729,3.0410121711955,"KIF15","chr3","protein_coding"
"54","ENSG00000162244","Female_Heart",398.45033,"Female_Placenta",97.77012,4.07537936948426,"RPL29","chr3","protein_coding"
"55","ENSG00000114902","Female_Heart",202.33501,"Female_Placenta",27.53453,7.34840979671707,"SPCS1","chr3","protein_coding"
"56","ENSG00000163666","Female_Heart",1.3442209,"Female_Placenta",0.3529773,3.80823611036744,"HESX1","chr3","protein_coding"
"57","ENSG00000172986","Female_Heart",14.311884,"Female_Placenta",4.201457,3.4064097288155,"GXYLT2","chr3","protein_coding"
"58","ENSG00000121440","Female_Heart",79.08964,"Female_Placenta",24.24564,3.26201494371772,"PDZRN3","chr3","protein_coding"
"59","ENSG00000185008","Female_Heart",40.552395,"Female_Placenta",7.994762,5.07237050959115,"ROBO2","chr3","protein_coding"
"60","ENSG00000184220","Female_Heart",45.023723,"Female_Placenta",7.225051,6.23161317477205,"CMSS1","chr3","protein_coding"
"61","ENSG00000206535","Female_Heart",7.723222,"Female_Placenta",1.853614,4.16657513376571,"LNP1","chr3","protein_coding"
"62","ENSG00000091986","Female_Heart",200.7711,"Female_Placenta",25.47286,7.88176514140933,"CCDC80","chr3","protein_coding"
"63","ENSG00000114107","Female_Heart",45.032159,"Female_Placenta",4.980825,9.04110443551018,"CEP70","chr3","protein_coding"
"64","ENSG00000163751","Female_Heart",3.1230184,"Female_Placenta",0.7473329,4.17888520631167,"CPA3","chr3","protein_coding"
"65","ENSG00000121871","Female_Heart",1.171876,"Female_Placenta",0,Inf,"SLITRK3","chr3","protein_coding"
"66","ENSG00000114200","Female_Heart",28.194577409,"Female_Placenta",0.009166509,3075.82498517156,"BCHE","chr3","protein_coding"
"67","ENSG00000250317","Female_Heart",37.014625,"Female_Placenta",5.613722,6.59359779483202,"SMIM20","chr4","protein_coding"
"68","ENSG00000109193","Female_Heart",15.3956687,"Female_Placenta",0.5236853,29.3987031906376,"SULT1E1","chr4","protein_coding"
"69","ENSG00000081051","Female_Heart",2.489756662,"Female_Placenta",0.005963904,417.47094889522,"AFP","chr4","protein_coding"
"70","ENSG00000163322","Female_Heart",26.615833,"Female_Placenta",7.146287,3.72442822405537,"ABRAXAS1","chr4","protein_coding"
"71","ENSG00000177432","Female_Heart",13.923807,"Female_Placenta",3.809535,3.65498860097098,"NAP1L5","chr4","protein_coding"
"72","ENSG00000152208","Female_Heart",2.7499862,"Female_Placenta",0.1611427,17.0655338405029,"GRID2","chr4","protein_coding"
"73","ENSG00000138801","Female_Heart",84.9113,"Female_Placenta",18.34321,4.62903166893908,"PAPSS1","chr4","protein_coding"
"74","ENSG00000170522","Female_Heart",18.71256,"Female_Placenta",3.756822,4.98095464730562,"ELOVL6","chr4","protein_coding"
"75","ENSG00000174599","Female_Heart",4.0820974,"Female_Placenta",0.5885129,6.93629213565242,"TRAM1L1","chr4","protein_coding"
"76","ENSG00000164100","Female_Heart",1.010563,"Female_Placenta",0.2954003,3.42099517163659,"NDST3","chr4","protein_coding"
"77","ENSG00000138738","Female_Heart",31.04038,"Female_Placenta",9.772315,3.17635892825804,"PRDM5","chr4","protein_coding"
"78","ENSG00000170365","Female_Heart",46.39931,"Female_Placenta",7.304007,6.35258290415111,"SMAD1","chr4","protein_coding"
"79","ENSG00000164167","Female_Heart",62.721,"Female_Placenta",19.12647,3.27927735750507,"LSM6","chr4","protein_coding"
"80","ENSG00000121211","Female_Heart",12.3235654,"Female_Placenta",0.8656501,14.2361970500552,"MND1","chr4","protein_coding"
"81","ENSG00000109576","Female_Heart",11.67316,"Female_Placenta",1.90511,6.12728923789177,"AADAT","chr4","protein_coding"
"82","ENSG00000174473","Female_Heart",2.511805562,"Female_Placenta",0.009166509,274.019865359866,"GALNTL6","chr4","protein_coding"
"83","ENSG00000150625","Female_Heart",4.1463864,"Female_Placenta",0.2249543,18.4321277699515,"GPM6A","chr4","protein_coding"
"84","ENSG00000113387","Female_Heart",442.4355,"Female_Placenta",107.5662,4.11314613698355,"SUB1","chr5","protein_coding"
"85","ENSG00000164258","Female_Heart",142.82815,"Female_Placenta",20.81647,6.86130501473112,"NDUFS4","chr5","protein_coding"
"86","ENSG00000186479","Female_Heart",1.08749516,"Female_Placenta",0.01740581,62.4788596451415,"RGS7BP","chr5","protein_coding"
"87","ENSG00000186468","Female_Heart",1332.513,"Female_Placenta",194.9339,6.83571713283323,"RPS23","chr5","protein_coding"
"88","ENSG00000168916","Female_Heart",44.15816,"Female_Placenta",9.976506,4.42621494940213,"ZNF608","chr5","protein_coding"
"89","ENSG00000237190","Female_Heart",17.18741,"Female_Placenta",5.12883,3.35113661400358,"CDKN2AIPNL","chr5","protein_coding"
"90","ENSG00000164615","Female_Heart",59.96532,"Female_Placenta",15.60966,3.84155196205427,"CAMLG","chr5","protein_coding"
"91","ENSG00000112852","Female_Heart",2.7781042,"Female_Placenta",0.4667773,5.95166945779069,"PCDHB2","chr5","protein_coding"
"92","ENSG00000081818","Female_Heart",1.4845929,"Female_Placenta",0.1597328,9.29422698406339,"PCDHB4","chr5","protein_coding"
"93","ENSG00000113212","Female_Heart",2.9294039,"Female_Placenta",0.4155749,7.04903953535211,"PCDHB7","chr5","protein_coding"
"94","ENSG00000120324","Female_Heart",3.662025,"Female_Placenta",1.046154,3.50046455875521,"PCDHB10","chr5","protein_coding"
"95","ENSG00000183775","Female_Heart",1.8244875,"Female_Placenta",0.1634851,11.1599619781864,"KCTD16","chr5","protein_coding"
"96","ENSG00000169302","Female_Heart",1.7637288,"Female_Placenta",0.4710091,3.74457478634702,"STK32A","chr5","protein_coding"
"97","ENSG00000145908","Female_Heart",21.295917,"Female_Placenta",3.888841,5.47616037786065,"ZNF300","chr5","protein_coding"
"98","ENSG00000111845","Female_Heart",14.162075,"Female_Placenta",4.237123,3.34237995923177,"PAK1IP1","chr6","protein_coding"
"99","ENSG00000137364","Female_Heart",23.568899,"Female_Placenta",6.451067,3.65348848492815,"TPMT","chr6","protein_coding"
"100","ENSG00000204444","Female_Heart",1.5512298,"Female_Placenta",0.1013427,15.306773946224,"APOM","chr6","protein_coding"
"101","ENSG00000082293","Female_Heart",15.3989871,"Female_Placenta",0.4811832,32.0023373633992,"COL19A1","chr6","protein_coding"
"102","ENSG00000154079","Female_Heart",26.385483,"Female_Placenta",7.089679,3.72167526907777,"SDHAF4","chr6","protein_coding"
"103","ENSG00000135333","Female_Heart",61.4323185,"Female_Placenta",0.8696728,70.6384268888253,"EPHA7","chr6","protein_coding"
"104","ENSG00000112290","Female_Heart",15.30866,"Female_Placenta",2.04454,7.48758155868802,"WASF1","chr6","protein_coding"
"105","ENSG00000025156","Female_Heart",50.53931,"Female_Placenta",12.97389,3.89546311861747,"HSF2","chr6","protein_coding"
"106","ENSG00000188580","Female_Heart",2.1525861,"Female_Placenta",0.3473569,6.19704430803016,"NKAIN2","chr6","protein_coding"
"107","ENSG00000164442","Female_Heart",134.04658,"Female_Placenta",41.96629,3.19414892286166,"CITED2","chr6","protein_coding"
"108","ENSG00000186340","Female_Heart",101.283117,"Female_Placenta",4.124035,24.5592282800704,"THBS2","chr6","protein_coding"
"109","ENSG00000171243","Female_Heart",12.65583426,"Female_Placenta",0.07252278,174.508399429807,"SOSTDC1","chr7","protein_coding"
"110","ENSG00000153993","Female_Heart",39.241492,"Female_Placenta",1.590035,24.6796403852745,"SEMA3D","chr7","protein_coding"
"111","ENSG00000006634","Female_Heart",17.539609,"Female_Placenta",5.717864,3.06751069979979,"DBF4","chr7","protein_coding"
"112","ENSG00000164692","Female_Heart",2869.9757,"Female_Placenta",650.6541,4.410908499616,"COL1A2","chr7","protein_coding"
"113","ENSG00000106236","Female_Heart",2.0917684,"Female_Placenta",0.03668878,57.0138445595629,"NPTX2","chr7","protein_coding"
"114","ENSG00000106333","Female_Heart",101.022526,"Female_Placenta",6.945906,14.5441827171286,"PCOLCE","chr7","protein_coding"
"115","ENSG00000106013","Female_Heart",1.1215769,"Female_Placenta",0.1844126,6.08188865619811,"ANKRD7","chr7","protein_coding"
"116","ENSG00000159784","Female_Heart",2.5377244,"Female_Placenta",0.2475893,10.2497337324351,"FAM131B","chr7","protein_coding"
"117","ENSG00000171320","Female_Heart",13.422794,"Female_Placenta",1.842973,7.28322878305868,"ESCO2","chr8","protein_coding"
"118","ENSG00000168079","Female_Heart",13.008587,"Female_Placenta",3.957245,3.28728370368779,"SCARA5","chr8","protein_coding"
"119","ENSG00000214050","Female_Heart",3.209764,"Female_Placenta",0.181545,17.6802666005674,"FBXO16","chr8","protein_coding"
"120","ENSG00000147592","Female_Heart",26.319432,"Female_Placenta",5.663236,4.6474192493479,"LACTB2","chr8","protein_coding"
"121","ENSG00000121005","Female_Heart",37.434164,"Female_Placenta",6.131403,6.1053178204075,"CRISPLD1","chr8","protein_coding"
"122","ENSG00000180543","Female_Heart",38.217628,"Female_Placenta",7.724592,4.94752706680172,"TSPYL5","chr8","protein_coding"
"123","ENSG00000104408","Female_Heart",558.1649,"Female_Placenta",145.5109,3.83589751695577,"EIF3E","chr8","protein_coding"
"124","ENSG00000205002","Female_Heart",1.0071245,"Female_Placenta",0.2460977,4.09237672680403,"AARD","chr8","protein_coding"
"125","ENSG00000147804","Female_Heart",2.012854,"Female_Placenta",0.625324,3.21889772342018,"SLC39A4","chr8","protein_coding"
"126","ENSG00000178031","Female_Heart",46.01828,"Female_Placenta",6.040191,7.61867960797928,"ADAMTSL1","chr9","protein_coding"
"127","ENSG00000137154","Female_Heart",1613.9804,"Female_Placenta",309.7016,5.21140478447641,"RPS6","chr9","protein_coding"
"128","ENSG00000137124","Female_Heart",15.198295,"Female_Placenta",4.738377,3.20748961089419,"ALDH1B1","chr9","protein_coding"
"129","ENSG00000135069","Female_Heart",14.801314,"Female_Placenta",1.217881,12.1533335358709,"PSAT1","chr9","protein_coding"
"130","ENSG00000198785","Female_Heart",1.1754714,"Female_Placenta",0.1988577,5.91111835247013,"GRIN3A","chr9","protein_coding"
"131","ENSG00000106701","Female_Heart",20.30431,"Female_Placenta",4.752082,4.27271877884262,"FSD1L","chr9","protein_coding"
"132","ENSG00000186051","Female_Heart",1.14400507,"Female_Placenta",0.05626027,20.334155346215,"TAL2","chr9","protein_coding"
"133","ENSG00000157657","Female_Heart",43.586221,"Female_Placenta",8.887365,4.90429064182691,"ZNF618","chr9","protein_coding"
"134","ENSG00000171159","Female_Heart",21.9321,"Female_Placenta",4.34287,5.05013965419181,"C9orf16","chr9","protein_coding"
"135","ENSG00000095777","Female_Heart",2.65819,"Female_Placenta",0.047137,56.3928548698475,"MYO3A","chr10","protein_coding"
"136","ENSG00000107562","Female_Heart",223.046447,"Female_Placenta",5.333622,41.8189453620823,"CXCL12","chr10","protein_coding"
"137","ENSG00000266524","Female_Heart",3.18872068,"Female_Placenta",0.003072487,1037.8304871591,"GDF10","chr10","protein_coding"
"138","ENSG00000150275","Female_Heart",1.77624718,"Female_Placenta",0.04321647,41.1011630519568,"PCDH15","chr10","protein_coding"
"139","ENSG00000122870","Female_Heart",33.19723,"Female_Placenta",10.51266,3.15783350740916,"BICC1","chr10","protein_coding"
"140","ENSG00000165449","Female_Heart",10.3645436,"Female_Placenta",0.1846831,56.1206932307287,"SLC16A9","chr10","protein_coding"
"141","ENSG00000182010","Female_Heart",11.987331,"Female_Placenta",3.336898,3.59235763274754,"RTKN2","chr10","protein_coding"
"142","ENSG00000197467","Female_Heart",10.2650417,"Female_Placenta",0.9944602,10.3222247607295,"COL13A1","chr10","protein_coding"
"143","ENSG00000138326","Female_Heart",1651.0014,"Female_Placenta",268.9891,6.13780037927187,"RPS24","chr10","protein_coding"
"144","ENSG00000148680","Female_Heart",1.9276867,"Female_Placenta",0.4825223,3.99502095550817,"HTR7","chr10","protein_coding"
"145","ENSG00000187122","Female_Heart",1.594382,"Female_Placenta",0.355716,4.48217679272228,"SLIT1","chr10","protein_coding"
"146","ENSG00000119929","Female_Heart",43.05491,"Female_Placenta",13.13931,3.27680144543359,"CUTC","chr10","protein_coding"
"147","ENSG00000156395","Female_Heart",2.26263154,"Female_Placenta",0.01833302,123.418375150412,"SORCS3","chr10","protein_coding"
"148","ENSG00000108018","Female_Heart",12.81039915,"Female_Placenta",0.03791302,337.889177649261,"SORCS1","chr10","protein_coding"
"149","ENSG00000165863","Female_Heart",1.1925784,"Female_Placenta",0.0749708,15.9072385515427,"C10orf82","chr10","protein_coding"
"150","ENSG00000170430","Female_Heart",26.254832,"Female_Placenta",4.113806,6.38212691604806,"MGMT","chr10","protein_coding"
"151","ENSG00000148803","Female_Heart",6.061584,"Female_Placenta",1.495911,4.05210203013415,"FUOM","chr10","protein_coding"
"152","ENSG00000247595","Female_Heart",10.417381,"Female_Placenta",2.871325,3.62807449522433,"SPTY2D1OS","chr11","protein_coding"
"153","ENSG00000157613","Female_Heart",19.655714,"Female_Placenta",6.462407,3.04154690349896,"CREB3L1","chr11","protein_coding"
"154","ENSG00000204922","Female_Heart",22.647962,"Female_Placenta",4.058727,5.58006537517798,"UQCC3","chr11","protein_coding"
"155","ENSG00000168060","Female_Heart",5.235567,"Female_Placenta",0.5673881,9.22748820428204,"NAALADL1","chr11","protein_coding"
"156","ENSG00000181924","Female_Heart",70.64611,"Female_Placenta",16.31538,4.33003154079157,"COA4","chr11","protein_coding"
"157","ENSG00000149256","Female_Heart",15.643606,"Female_Placenta",1.825682,8.56863681626921,"TENM4","chr11","protein_coding"
"158","ENSG00000150672","Female_Heart",26.873647,"Female_Placenta",4.295587,6.2561058593389,"DLG2","chr11","protein_coding"
"159","ENSG00000165323","Female_Heart",15.261856,"Female_Placenta",2.198474,6.94202251197876,"FAT3","chr11","protein_coding"
"160","ENSG00000186280","Female_Heart",2.1607812,"Female_Placenta",0.5055991,4.27370460113556,"KDM4D","chr11","protein_coding"
"161","ENSG00000177103","Female_Heart",1.5449972,"Female_Placenta",0.4728824,3.26719116634495,"DSCAML1","chr11","protein_coding"
"162","ENSG00000139200","Female_Heart",2.8811217,"Female_Placenta",0.0791147,36.417021109857,"PIANP","chr12","protein_coding"
"163","ENSG00000008394","Female_Heart",19.5523063,"Female_Placenta",0.7801984,25.060684948854,"MGST1","chr12","protein_coding"
"164","ENSG00000048540","Female_Heart",2.3831595,"Female_Placenta",0.7109903,3.3518875011375,"LMO3","chr12","protein_coding"
"165","ENSG00000018236","Female_Heart",11.5797637,"Female_Placenta",0.5692708,20.3413976265777,"CNTN1","chr12","protein_coding"
"166","ENSG00000184613","Female_Heart",21.32584,"Female_Placenta",0.4203058,50.7388667965086,"NELL2","chr12","protein_coding"
"167","ENSG00000123352","Female_Heart",41.60621,"Female_Placenta",10.96303,3.79513784054226,"SPATS2","chr12","protein_coding"
"168","ENSG00000110881","Female_Heart",3.7502092,"Female_Placenta",0.4790878,7.82781193760309,"ASIC1","chr12","protein_coding"
"169","ENSG00000180481","Female_Heart",3.2089111,"Female_Placenta",0.9412079,3.40935419262843,"GLIPR1L2","chr12","protein_coding"
"170","ENSG00000133640","Female_Heart",2.04904746,"Female_Placenta",0.09041531,22.662616098977,"LRRIQ1","chr12","protein_coding"
"171","ENSG00000196091","Female_Heart",0.06874438,"Female_Placenta",0.009166509,7.4995159007644,"MYBPC1","chr12","protein_coding"
"172","ENSG00000120820","Female_Heart",79.591806,"Female_Placenta",4.084563,19.4860027865894,"GLT8D2","chr12","protein_coding"
"173","ENSG00000089250","Female_Heart",1.21828077,"Female_Placenta",0.02344888,51.9547530628329,"NOS1","chr12","protein_coding"
"174","ENSG00000089157","Female_Heart",1319.634,"Female_Placenta",382.4337,3.45062163716221,"RPLP0","chr12","protein_coding"
"175","ENSG00000172458","Female_Heart",4.8577238,"Female_Placenta",0.2749501,17.6676560583175,"IL17D","chr13","protein_coding"
"176","ENSG00000173141","Female_Heart",104.67624,"Female_Placenta",11.17927,9.36342355091164,"MRPL57","chr13","protein_coding"
"177","ENSG00000129562","Female_Heart",105.3895,"Female_Placenta",31.8819,3.30562168503132,"DAD1","chr14","protein_coding"
"178","ENSG00000183032","Female_Heart",1.2565902,"Female_Placenta",0.2242785,5.60281168279617,"SLC25A21","chr14","protein_coding"
"179","ENSG00000165617","Female_Heart",37.04321,"Female_Placenta",10.78631,3.43428011989272,"DACT1","chr14","protein_coding"
"180","ENSG00000179008","Female_Heart",1.21306621,"Female_Placenta",0.02974077,40.7879893493006,"C14orf39","chr14","protein_coding"
"181","ENSG00000100678","Female_Heart",1.1936545,"Female_Placenta",0.2306284,5.17566136694353,"SLC8A3","chr14","protein_coding"
"182","ENSG00000170270","Female_Heart",1.4639977,"Female_Placenta",0.4686136,3.12410416599091,"GON7","chr14","protein_coding"
"183","ENSG00000227051","Female_Heart",14.15178,"Female_Placenta",2.04098,6.93381610794814,"C14orf132","chr14","protein_coding"
"184","ENSG00000034053","Female_Heart",1.4076016,"Female_Placenta",0.4499507,3.12834628327059,"APBA2","chr15","protein_coding"
"185","ENSG00000166922","Female_Heart",2.58244276,"Female_Placenta",0.07330858,35.2270192656849,"SCG5","chr15","protein_coding"
"186","ENSG00000092470","Female_Heart",23.026843,"Female_Placenta",6.940135,3.31792436314279,"WDR76","chr15","protein_coding"
"187","ENSG00000104047","Female_Heart",63.8107,"Female_Placenta",19.09285,3.34212545534061,"DTWD1","chr15","protein_coding"
"188","ENSG00000174446","Female_Heart",27.452941,"Female_Placenta",8.925732,3.07570751620147,"SNAPC5","chr15","protein_coding"
"189","ENSG00000183496","Female_Heart",14.343661,"Female_Placenta",3.322101,4.31764747670224,"MEX3B","chr15","protein_coding"
"190","ENSG00000140538","Female_Heart",10.316922,"Female_Placenta",1.869314,5.51909524028601,"NTRK3","chr15","protein_coding"
"191","ENSG00000167965","Female_Heart",24.03493,"Female_Placenta",7.28464,3.29939846032199,"MLST8","chr16","protein_coding"
"192","ENSG00000103363","Female_Heart",181.90721,"Female_Placenta",35.25639,5.15955292076131,"ELOB","chr16","protein_coding"
"193","ENSG00000183454","Female_Heart",1.246086478,"Female_Placenta",0.006240938,199.663332338825,"GRIN2A","chr16","protein_coding"
"194","ENSG00000166676","Female_Heart",3.429775,"Female_Placenta",1.042689,3.28935569474695,"TVP23A","chr16","protein_coding"
"195","ENSG00000179965","Female_Heart",4.327523,"Female_Placenta",1.16768,3.70608642778844,"ZNF771","chr16","protein_coding"
"196","ENSG00000103494","Female_Heart",21.798974,"Female_Placenta",6.196994,3.51766905051062,"RPGRIP1L","chr16","protein_coding"
"197","ENSG00000171724","Female_Heart",10.3695931,"Female_Placenta",0.8533013,12.1523231008789,"VAT1L","chr16","protein_coding"
"198","ENSG00000135698","Female_Heart",47.380064,"Female_Placenta",8.722384,5.4320084967596,"MPHOSPH6","chr16","protein_coding"
"199","ENSG00000129194","Female_Heart",2.5378393,"Female_Placenta",0.3011499,8.4271630174873,"SOX15","chr17","protein_coding"
"200","ENSG00000133020","Female_Heart",0.2170005,"Female_Placenta",0.03992492,5.43521439742397,"MYH8","chr17","protein_coding"
"201","ENSG00000170222","Female_Heart",11.527472,"Female_Placenta",3.774427,3.05409854263972,"ADPRM","chr17","protein_coding"
"202","ENSG00000166582","Female_Heart",13.882673,"Female_Placenta",1.293421,10.7332979749053,"CENPV","chr17","protein_coding"
"203","ENSG00000109084","Female_Heart",33.62731,"Female_Placenta",4.347548,7.734776016274,"TMEM97","chr17","protein_coding"
"204","ENSG00000131771","Female_Heart",2.030298,"Female_Placenta",0.207951,9.76334809642656,"PPP1R1B","chr17","protein_coding"
"205","ENSG00000126562","Female_Heart",1.0400735,"Female_Placenta",0.2280403,4.56091971462939,"WNK4","chr17","protein_coding"
"206","ENSG00000180340","Female_Heart",12.642046,"Female_Placenta",1.828035,6.91564767633005,"FZD2","chr17","protein_coding"
"207","ENSG00000185829","Female_Heart",1.7000979,"Female_Placenta",0.4366564,3.89344551001657,"ARL17A","chr17","protein_coding"
"208","ENSG00000108468","Female_Heart",112.3406,"Female_Placenta",31.21435,3.59900494484107,"CBX1","chr17","protein_coding"
"209","ENSG00000108984","Female_Heart",39.941878,"Female_Placenta",9.120756,4.37922887094008,"MAP2K6","chr17","protein_coding"
"210","ENSG00000170412","Female_Heart",20.504848,"Female_Placenta",4.918682,4.16876878806152,"GPRC5C","chr17","protein_coding"
"211","ENSG00000188612","Female_Heart",206.59918,"Female_Placenta",47.69467,4.3317037312555,"SUMO2","chr17","protein_coding"
"212","ENSG00000169689","Female_Heart",28.330266,"Female_Placenta",8.045797,3.52112612336603,"CENPX","chr17","protein_coding"
"213","ENSG00000141433","Female_Heart",1.0046941,"Female_Placenta",0.1599573,6.28101437071018,"ADCYAP1","chr18","protein_coding"
"214","ENSG00000141447","Female_Heart",46.50575,"Female_Placenta",8.003653,5.81056550052832,"OSBPL1A","chr18","protein_coding"
